x0000,y0000,x0001,y0001
300,-0.1885258853,300,-0.3473156393,
301,-0.1902383566,301,-0.3456066549,
302,-0.1929293871,302,-0.3451183736,
303,-0.1961097121,303,-0.3443859518,
304,-0.1975775361,304,-0.3424328268,
305,-0.1990453601,305,-0.3407238424,
306,-0.2014917731,306,-0.3402355611,
307,-0.2041828036,307,-0.3395031393,
308,-0.2063845396,308,-0.3375500143,
309,-0.2083416581,309,-0.3358410299,
310,-0.2100541294,310,-0.3353527486,
311,-0.2127451599,311,-0.3341320455,
312,-0.2149469256,312,-0.3321789205,
313,-0.2161701322,313,-0.3307140768,
314,-0.2188611627,314,-0.3302257955,
315,-0.2215521932,315,-0.3297375143,
316,-0.2222861052,316,-0.3263195455,
317,-0.2239985764,317,-0.3243664205,
318,-0.2271789014,318,-0.3243664205,
319,-0.2293806374,319,-0.3229015768,
320,-0.2306038439,320,-0.3204601705,
321,-0.2330502272,321,-0.3192394674,
322,-0.2347626984,322,-0.3180187643,
323,-0.2379430234,323,-0.3172863424,
324,-0.2386769354,324,-0.3146007955,
325,-0.2408786714,325,-0.3133800924,
326,-0.2433250844,326,-0.3121593893,
327,-0.2447929084,327,-0.3102062643,
328,-0.2472393066,328,-0.3092297018,
329,-0.2491964251,329,-0.3070324361,
330,-0.2511535287,330,-0.3060558736,
331,-0.2538445592,331,-0.3050793111,
332,-0.2543338537,332,-0.3026379049,
333,-0.256780237,333,-0.3006847799,
334,-0.2584927082,334,-0.2992199361,
335,-0.2582480907,335,-0.2955578268,
336,-0.2628962398,336,-0.296046108,
337,-0.2638747692,337,-0.2943371236,
338,-0.2665657997,338,-0.2933605611,
339,-0.2680336237,339,-0.2909191549,
340,-0.2695014775,340,-0.2884777486,
341,-0.271458596,341,-0.2875011861,
342,-0.2746388912,342,-0.2857922018,
343,-0.2758620977,343,-0.284327358,
344,-0.2765960097,344,-0.2821300924,
345,-0.2792870402,345,-0.2806652486,
346,-0.2812441587,346,-0.2792004049,
347,-0.2827119827,347,-0.2777355611,
348,-0.2841798365,348,-0.2748058736,
349,-0.286136955,349,-0.2735851705,
350,-0.2883387208,350,-0.2723644674,
351,-0.2910297513,351,-0.2713879049,
352,-0.2912743688,352,-0.2677257955,
353,-0.2932314873,353,-0.2665050924,
354,-0.2954332232,354,-0.264796108,
355,-0.2959225178,355,-0.2618664205,
356,-0.2973903418,356,-0.2601574361,
357,-0.2998367548,357,-0.2584484518,
358,-0.301549226,358,-0.256983608,
359,-0.3042402565,359,-0.2562511861,
360,-0.3044849038,360,-0.2528332174,
361,-0.3064420223,361,-0.2506359518,
362,-0.3081544638,362,-0.2496593893,
363,-0.3091330528,363,-0.247217983,
364,-0.3106008768,364,-0.2450207174,
365,-0.3125579953,365,-0.2438000143,
366,-0.3142704666,366,-0.2416027486,
367,-0.3162275553,367,-0.2398937643,
368,-0.3172061443,368,-0.2372082174,
369,-0.3184293509,369,-0.2357433736,
370,-0.3208757043,370,-0.2342785299,
371,-0.3230774701,371,-0.2323254049,
372,-0.3225882053,372,-0.2293957174,
373,-0.3245453238,373,-0.2274425924,
374,-0.3260131478,374,-0.225733608,
375,-0.3267470598,375,-0.2235363424,
376,-0.3279702663,376,-0.2210949361,
377,-0.3301720023,377,-0.2193859518,
378,-0.3316398561,378,-0.2171886861,
379,-0.3333523273,379,-0.2157238424,
380,-0.3335969448,380,-0.2127941549,
