x0000,y0000
0,0.0004735093098,
1,0.0002385056578,
2,0.0004414794967,
3,0.001590344124,
4,9.698141366e-05,
5,-7.565226406e-05,
6,-0.001691516489,
7,0.0005085822195,
8,-0.0001854840666,
9,0.0003599943593,
10,0.0008767163381,
11,0.001112465747,
12,-0.0001777606085,
13,0.0002082018182,
14,0.000734760426,
15,0.0006295628846,
16,0.0001093633473,
17,0.0001460723579,
18,-1.016631722e-05,
19,0.0006913207471,
20,0.0003925971687,
21,0.0002861563116,
22,0.001661894843,
23,0.0001278743148,
24,0.0001131910831,
25,-0.0002078805119,
26,0.001771623269,
27,0.000314578414,
28,9.654648602e-05,
29,0.0004110336304,
30,0.001192288473,
31,0.0002361647785,
32,0.0003836639225,
33,0.0007441043854,
34,0.001240067184,
35,0.0002533644438,
36,-0.0001593083143,
37,0.0009266920388,
38,0.001227613539,
39,0.0004799701273,
40,0.0003286078572,
41,0.00104271993,
42,0.001393485814,
43,0.0005212835968,
44,0.000157572329,
45,0.001533158123,
46,0.0009741447866,
47,0.0002555884421,
48,0.0001954771578,
49,0.0008359998465,
50,0.0007656998932,
51,0.0001031160355,
52,0.0004705898464,
53,0.002298865467,
54,0.0005393736064,
55,0.0004106350243,
56,0.0005061477423,
57,0.0008925460279,
58,0.0007945932448,
59,0.0006638765335,
60,0.0007978230715,
61,0.0006772838533,
62,0.0003885999322,
63,0.0007301792502,
64,0.0006301999092,
65,0.001655094326,
66,0.000649496913,
67,0.000550635159,
68,0.0004471763968,
69,0.001880884171,
70,0.0002489537001,
71,0.000162743032,
72,0.001138739288,
73,0.001439295709,
74,0.0009346827865,
75,0.0004161968827,
76,0.001137308776,
77,0.001658119261,
78,0.0007244572043,
79,0.0004034414887,
80,0.001335822046,
81,0.001230530441,
82,0.0002859979868,
83,0.0006737038493,
84,0.001937024295,
85,0.001460187137,
86,0.0005600601435,
87,0.0006580799818,
88,-0.0005895495415,
89,0.00100839138,
90,0.000758215785,
91,0.0008193254471,
92,-0.0006143078208,
93,0.001078031957,
94,0.0008380934596,
95,0.001184649765,
96,0.001692958176,
97,0.00132150203,
98,0.0005796551704,
99,0.0005781650543,
100,0.00170186162,
101,0.001184172928,
102,0.0006655678153,
103,0.001085340977,
104,0.001449920237,
105,0.0010869205,
106,0.001547805965,
107,0.001255266368,
108,0.001593373716,
109,0.0007789507508,
110,0.0007101297379,
111,0.001257032156,
112,0.00158367306,
113,0.0009954497218,
114,0.00114492327,
115,0.0006488710642,
116,0.001193121076,
117,0.0006325244904,
118,0.001001141965,
119,0.001507475972,
120,0.001375570893,
121,0.0009731724858,
122,0.0005645677447,
123,0.001815937459,
124,0.001763381064,
125,0.001297518611,
