x0000,y0000
0,1.365318894e-06,
1,9.467685595e-05,
2,0.0001029125415,
3,2.742372453e-05,
4,-1.091184095e-05,
5,-1.25602819e-05,
6,-1.085922122e-06,
7,-0.0001460239291,
8,3.406126052e-05,
9,-0.0001165391877,
10,-2.039596438e-05,
11,-6.129965186e-06,
12,-0.0002385182306,
13,-0.0002207364887,
14,-0.0001167254522,
15,6.382726133e-05,
16,-0.0002649221569,
17,-0.0003272984177,
18,-0.000292846933,
19,-4.364922643e-05,
20,-0.0002749953419,
21,-0.0003433022648,
22,-0.0001737568527,
23,-0.0002287104726,
24,-0.0004304740578,
25,-0.0003061983734,
26,-0.0001951046288,
27,-0.0004427433014,
28,-0.0002952814102,
29,-0.000485688448,
30,-0.0003893189132,
31,-0.0004764012992,
32,-0.0004031285644,
33,-0.0004927739501,
34,-0.0002529248595,
35,-0.0003671087325,
36,-0.0005394667387,
37,-0.0004533976316,
38,-0.0003912821412,
39,-0.0004454739392,
40,-0.0006011798978,
41,-0.0005321577191,
42,-0.0008129775524,
43,-0.0003967098892,
44,-0.0005514733493,
45,-0.0005455948412,
46,-0.0004644133151,
47,-0.0005100592971,
48,-0.0004639662802,
49,-0.0005950182676,
50,-0.0005206614733,
51,-0.0004350319505,
52,-0.0005664601922,
53,-0.000643260777,
54,-0.0003845281899,
55,-0.0004072673619,
56,-0.000284858048,
57,-0.0003249049187,
58,-0.0003172270954,
59,-0.0002856254578,
60,-0.0005263015628,
61,-0.0002500452101,
62,-0.0005485266447,
63,-0.0003191232681,
64,-0.0002429485321,
65,-0.0002254247665,
66,-0.0002002194524,
67,-0.0001928508282,
68,-0.0002594739199,
69,-0.0002286881208,
70,-0.000542961061,
71,-0.0001647546887,
72,-0.0001939088106,
73,-0.0002220347524,
74,0.0002204999328,
75,-0.0002141296864,
76,-0.0002170652151,
77,9.544193745e-05,
78,5.763024092e-05,
79,-0.0001988261938,
80,-0.0001841709018,
81,-2.252310514e-05,
82,-0.0003722012043,
83,4.383921623e-05,
84,-8.551031351e-05,
85,7.723271847e-05,
86,0.0005374401808,
87,4.522502422e-06,
88,-1.968443394e-05,
89,-9.536743164e-07,
90,0.0004919841886,
91,2.204626799e-05,
92,0.0001217126846,
93,0.0002538636327,
94,0.0007200092077,
95,0.0002747327089,
96,0.00013025105,
97,0.0003221854568,
98,0.0004915595055,
99,0.0003669336438,
100,0.0004184693098,
101,0.0001089125872,
102,0.0006108209491,
103,0.0003061816096,
104,0.0001310557127,
105,0.0003006979823,
106,0.0007786080241,
107,0.0003798827529,
108,0.0002268701792,
109,0.0002625212073,
110,0.0007899031043,
111,0.0004620477557,
112,0.0003860890865,
113,0.0006538778543,
114,0.0007122009993,
115,0.0003743842244,
116,0.0004325285554,
117,0.0004789605737,
118,0.0009206086397,
119,0.0004569962621,
120,0.0004732683301,
121,0.0006519630551,
122,0.001110076904,
123,0.0004077032208,
124,0.0006685256958,
125,0.0006448477507,
126,0.0009424239397,
127,0.0005906522274,
128,0.0005395710468,
129,0.0007260888815,
130,0.0009391158819,
131,0.0003246068954,
132,0.0005144178867,
133,0.000824868679,
134,0.00113402307,
135,0.000526279211,
136,0.0007219314575,
137,0.0005746334791,
138,0.0009942948818,
139,0.0002565830946,
140,0.0004634857178,
141,0.001019328833,
142,0.0009650439024,
143,0.0005801022053,
144,0.0005458146334,
145,0.001214802265,
146,0.0009387582541,
147,0.0006687194109,
148,0.0007608830929,
149,0.001284435391,
150,0.0008680522442,
151,0.0004802197218,
152,0.0005999803543,
153,0.001270025969,
154,0.0008956640959,
155,0.0004206597805,
156,0.0008644908667,
157,0.0003850460052,
158,0.0008460432291,
159,0.0004775226116,
160,0.000663369894,
161,0.001172348857,
162,0.0009971261024,
163,0.0005405396223,
164,0.0008205771446,
165,0.0006248950958,
166,0.0007229298353,
167,0.0007035881281,
168,0.0006634145975,
169,0.001414328814,
170,0.0008501559496,
171,0.0004479885101,
172,0.0006884038448,
173,0.0009316056967,
174,0.0009577274323,
175,0.0006159842014,
176,0.0008606910706,
177,-0.0002434402704,
178,0.0008079856634,
179,0.0004096776247,
180,0.0005224347115,
181,0.001730680466,
182,0.0005322247744,
183,0.0004269629717,
184,0.0005812644958,
185,0.001477718353,
186,0.0006509572268,
187,0.0002991557121,
188,0.0006784498692,
189,0.00135204196,
190,0.0005566775799,
191,0.000363111496,
192,0.0007833093405,
193,0.001014769077,
194,0.0003481060266,
195,0.0005958229303,
196,0.0006742924452,
197,0.001029238105,
198,0.0004439204931,
199,0.0002456456423,
200,0.0004414916039,
201,0.001244500279,
202,-8.615851402e-05,
203,0.0003784298897,
204,0.0006044507027,
205,0.0008927434683,
206,0.0003337115049,
207,0.0002459287643,
208,0.0005235373974,
209,0.000696182251,
210,-1.394748688e-05,
211,0.0002143234015,
212,0.0004882961512,
213,0.0008637160063,
214,0.0002633035183,
215,0.0001283884048,
216,0.0006131529808,
217,0.0007563829422,
218,1.639127731e-05,
219,0.000342682004,
220,0.0005102753639,
221,0.0006574690342,
222,-0.0001520961523,
223,0.0002582073212,
224,0.0003754943609,
225,0.0006022453308,
226,-0.0003289878368,
227,2.725422382e-05,
228,0.0002581477165,
229,0.0001626014709,
230,-0.0003765821457,
231,-0.0001819133759,
232,-0.0005851835012,
233,0.0002031475306,
234,-0.0005908757448,
235,-0.0001692175865,
236,0.000252649188,
237,4.67300415e-05,
238,-0.0003914237022,
239,-0.0004081875086,
240,0.0002376884222,
241,-1.427531242e-05,
242,-0.0004630982876,
243,-0.0002762675285,
244,0.0001048743725,
245,3.489851952e-05,
246,-0.0007931441069,
247,-0.0004459321499,
248,0.0004694461823,
249,-0.0005736798048,
250,-0.0007390081882,
251,-0.0006427168846,
252,-0.0009464621544,
253,-0.000515550375,
254,-0.0008383095264,
255,-0.0004960894585,
256,-0.0004633069038,
257,-0.0005376040936,
258,-0.0007700622082,
259,-0.0005891025066,
260,-0.001226037741,
261,-0.000808596611,
262,-0.001276224852,
263,-0.0006808638573,
264,-2.521276474e-05,
265,-0.0006631314754,
266,-0.0009598135948,
267,-0.001113831997,
268,-0.0006603896618,
269,-0.0009335279465,
270,-0.001067370176,
271,-0.0008963942528,
272,-0.002081722021,
273,-0.0009600818157,
274,-0.00157725811,
275,-0.0009908080101,
276,-0.0004399418831,
277,-0.001091569662,
278,-0.001047849655,
279,-0.001000851393,
280,-0.0003607571125,
281,-0.001361966133,
282,-0.00107768178,
283,-0.0009107291698,
284,-0.0004715621471,
285,-0.001186668873,
286,-0.001316547394,
287,-0.001216411591,
288,-0.000984609127,
289,-0.001334607601,
290,-0.001330286264,
291,-0.0008728504181,
292,-0.000487267971,
293,-0.001252114773,
294,-0.001344770193,
295,-0.001117348671,
296,-0.0004487037659,
297,-0.001422613859,
298,-0.001254856586,
299,-0.0008690655231,
300,-0.0008442699909,
301,-0.001310437918,
302,-0.001141428947,
303,-0.0008701086044,
304,-0.0005230605602,
305,-0.001244068146,
306,-0.001181483269,
307,-0.0007454752922,
308,-0.0002540946007,
309,-0.001230359077,
310,-0.001367211342,
311,-0.001090437174,
312,-0.0007681548595,
313,-0.001465857029,
314,-0.001392871141,
315,-0.0005512237549,
316,-0.0005464851856,
317,-0.001074850559,
318,-0.0008606910706,
319,-0.000694423914,
320,-0.0004840195179,
321,-0.0009967684746,
322,-0.001132011414,
323,-0.0003642141819,
324,-0.0006329119205,
325,-0.0008707642555,
326,-0.0008555054665,
327,-0.001443833113,
328,-0.0005185008049,
329,-0.0007711648941,
330,-0.0009414255619,
331,-0.0004093050957,
332,-0.0002099573612,
333,-0.0009298026562,
334,-0.0005833804607,
335,-0.0001008808613,
336,-8.764863014e-05,
337,-0.0005408227444,
338,-0.0004782378674,
339,-0.0001227557659,
340,-0.0002188682556,
341,-0.0006601512432,
342,-0.0003052651882,
343,0.0006245672703,
344,-0.0002854466438,
345,-0.0005182921886,
346,-0.0005533099174,
347,-0.0007027983665,
348,-9.897351265e-05,
349,-0.0004287958145,
350,-0.0003777444363,
351,9.059906006e-05,
352,-2.285838127e-05,
353,-0.0004486739635,
354,-0.0002609491348,
355,-0.0004968941212,
356,-1.269578934e-05,
357,-4.106760025e-05,
358,-0.0001204609871,
359,0.0008609890938,
360,9.506940842e-05,
361,-0.0002453029156,
362,4.976987839e-06,
363,0.000242292881,
364,-7.218122482e-05,
365,-0.0001736879349,
366,-0.0001157522202,
367,-0.0006782710552,
368,7.462501526e-05,
369,-0.0002451837063,
370,6.780028343e-05,
371,0.0007959604263,
372,1.662969589e-05,
373,-0.0001758038998,
374,0.0002509951591,
375,0.0006320476532,
376,7.003545761e-05,
377,-9.834766388e-05,
378,0.0002167224884,
379,0.0007913410664,
380,0.0002606809139,
381,0.0002148747444,
382,0.0001794993877,
383,0.0004951953888,
384,0.0004521012306,
385,6.517767906e-05,
386,0.0001393258572,
387,0.00078317523,
388,0.0001779794693,
389,3.79383564e-05,
390,0.0004397928715,
391,0.0003563761711,
392,0.0003555417061,
393,0.0001043975353,
394,0.000386685133,
395,0.0006347000599,
396,0.0003364980221,
397,0.0002745687962,
398,0.000450104475,
399,0.0008987188339,
400,0.0004949271679,
401,0.0004735887051,
402,0.0007893443108,
403,0.000685274601,
404,0.0001837015152,
405,0.0001378953457,
406,0.0006195902824,
407,0.0005391836166,
408,-1.502037048e-05,
409,0.0003976821899,
410,0.0004888474941,
411,0.0009379684925,
412,0.0002249777317,
413,0.0002018511295,
414,0.0007654428482,
415,0.0006719231606,
416,0.0002358555794,
417,0.0003076195717,
418,0.000639885664,
419,0.0005685687065,
420,0.0002862513065,
421,0.0006109178066,
422,0.0006530284882,
423,0.000765889883,
424,0.0004142522812,
425,0.000568985939,
426,0.0007713139057,
427,0.0005857348442,
428,0.0005099773407,
429,0.0004767775536,
430,0.0006755292416,
431,0.0007166862488,
432,0.0001858472824,
433,0.0004609525204,
434,0.0007368922234,
435,0.0003727972507,
436,0.0004542171955,
437,0.0005368292332,
438,0.001010894775,
439,0.0003588199615,
440,0.0002066195011,
441,0.0002450048923,
442,0.0001198351383,
443,0.0001615285873,
444,0.0003811120987,
445,0.0004553496838,
446,0.0004796385765,
447,0.0006358921528,
448,0.0003753602505,
449,0.000614464283,
450,0.0002771615982,
451,0.0004312098026,
452,0.0001126825809,
453,0.0004500150681,
454,0.0008212924004,
455,0.0004825294018,
456,0.0002788901329,
457,0.0004511773586,
458,0.0003580152988,
459,0.0003677308559,
460,0.0003820061684,
461,0.0004454553127,
462,0.0001177787781,
463,5.01871109e-05,
464,0.0004291534424,
465,0.0003222823143,
466,0.0004910826683,
467,0.0001838803291,
468,0.0002196133137,
469,0.000306636095,
470,0.0004097521305,
471,0.0001914799213,
472,-4.178285599e-05,
473,9.745359421e-05,
474,0.0004515051842,
475,6.505846977e-05,
476,0.0002617239952,
477,0.0002948641777,
478,0.0001955330372,
479,0.0001642107964,
480,0.0001998245716,
481,0.0001536905766,
482,0.0001268088818,
483,-0.0001645982265,
484,6.583333015e-05,
485,0.0001394748688,
486,6.729364395e-05,
487,-9.816884995e-05,
488,-7.638335228e-05,
489,-3.558397293e-05,
490,-1.236796379e-05,
491,-0.0001299977303,
492,-7.408857346e-05,
493,-0.0002454221249,
494,-0.0002615451813,
495,-0.0002620816231,
496,-9.614229202e-05,
497,-0.0001336336136,
498,-0.0003433525562,
499,-0.0001527070999,
500,-0.0001391768456,
501,-0.0004485845566,
502,-0.0001585483551,
503,-0.0001990795135,
504,-0.0004299283028,
505,-0.0003181695938,
506,-0.0003888607025,
507,-0.0005558729172,
508,-0.0004597902298,
509,-0.0004517436028,
510,-0.0005266070366,
511,-0.0004261136055,
512,-0.0004180669785,
513,-0.0004165768623,
514,-0.0003331303596,
515,-0.0006275773048,
516,-0.0004575848579,
517,-0.0003226399422,
518,-0.000461935997,
519,-0.0006477832794,
520,-0.0004668831825,
521,-0.0005284547806,
522,-0.0005162358284,
523,-0.0004721879959,
524,-0.0006199479103,
525,-0.0006334781647,
526,-0.0006753206253,
527,-0.0006011724472,
528,-0.0004377961159,
529,-0.0008315443993,
530,-0.0005078911781,
531,-0.0005121231079,
532,-0.000795841217,
533,-0.0005750656128,
534,-0.0006657838821,
535,-0.0007492899895,
536,-0.0006548762321,
537,-0.0006384849548,
538,-0.0008447766304,
539,-0.0008487701416,
540,-0.0009130239487,
541,-0.0009217262268,
542,-0.00085490942,
