x0000,y0000
0,0.002024531364,
1,0.002166748047,
2,0.002149317414,
3,0.002064967062,
4,0.002192630898,
5,0.002239520662,
6,0.002112593036,
7,0.002107546665,
8,0.002038166858,
9,0.002024130896,
10,0.00208453089,
11,0.002074746415,
12,0.002067504451,
13,0.002055505291,
14,0.002050578594,
15,0.001975912601,
16,0.00185908936,
17,0.00191529654,
18,0.00205825828,
19,0.001933109015,
20,0.001871814951,
21,0.001909693703,
22,0.001930167899,
23,0.001823307946,
24,0.001875590533,
25,0.001820664853,
26,0.00181102939,
27,0.001809736714,
28,0.001798193902,
29,0.001787107438,
30,0.001787832007,
31,0.001635689288,
32,0.001662492752,
33,0.001738656312,
34,0.001695323735,
35,0.001567658037,
36,0.001577124,
37,0.001561935991,
38,0.001484844834,
39,0.001553948969,
40,0.001356098801,
41,0.001522414386,
42,0.001400206238,
43,0.00139337033,
44,0.001437455416,
45,0.001406461,
46,0.0013268888,
47,0.001021921635,
48,0.001182008535,
49,0.001314908266,
50,0.001245584339,
51,0.00111553818,
52,0.001033820212,
53,0.001217998564,
54,0.0008343420923,
55,0.0008729435503,
56,0.00107723847,
57,0.001025680453,
58,0.0009368285537,
59,0.0008374266326,
60,0.0009619407356,
61,0.0009444281459,
62,0.0008484870195,
63,0.0007890760899,
64,0.000809147954,
65,0.0008211284876,
66,0.0006407126784,
67,0.0007000565529,
68,0.0008115321398,
69,0.0006809160113,
70,0.0006570890546,
71,0.0006002932787,
72,0.0006758421659,
73,0.0006844252348,
74,0.0005503222346,
75,0.0004961714149,
76,0.0006319135427,
77,0.0006537660956,
78,0.0005032420158,
79,0.0004227608442,
80,0.000211827457,
81,0.0004738047719,
82,0.0004250854254,
83,0.0005132183433,
84,0.0007888972759,
85,0.0004224479198,
86,0.0004304647446,
87,0.0003886371851,
88,0.0001240670681,
89,0.0004251524806,
90,0.0003430023789,
91,0.0003635138273,
92,8.765608072e-05,
93,0.0003339424729,
94,0.0002840682864,
95,0.0004169121385,
96,0.0005935207009,
97,0.0003389790654,
98,0.0002686306834,
99,0.0003266781569,
100,0.0005640015006,
101,0.0003575906157,
102,0.0001232922077,
103,0.000222928822,
104,0.0005571842194,
105,0.0002062320709,
106,0.0001413971186,
107,0.0001768022776,
108,0.0002396553755,
109,0.0002923607826,
110,0.0001046359539,
111,0.0001880899072,
112,0.0005167201161,
113,0.0001232177019,
114,-3.954768181e-05,
115,0.0001076757908,
116,0.0004331618547,
117,-0.0001610964537,
118,-0.0001185536385,
119,0.0001707747579,
120,0.0001808479428,
121,-0.0002522170544,
122,-0.0002842471004,
123,-7.934868336e-05,
124,0.0001638457179,
125,-0.0002629607916,
126,-0.0003059655428,
127,-0.0001507252455,
128,8.828938007e-05,
129,-0.0005190074444,
130,-0.0002954602242,
131,-0.0002329796553,
132,6.139278412e-06,
133,-0.0005256533623,
134,-0.0006342381239,
135,-0.0002292692661,
136,-0.0001680552959,
137,-0.0005267709494,
138,-0.0007150769234,
139,-0.0003146827221,
140,-0.0003439486027,
141,-0.0007021427155,
142,-0.0008921921253,
143,-0.0005717426538,
144,-0.0005213320255,
145,-0.0008988231421,
146,-0.0008991807699,
147,-0.0009024739265,
148,-0.0006462335587,
149,-0.001183256507,
150,-0.001013979316,
151,-0.0006063878536,
152,-0.000868037343,
153,-0.001129254699,
154,-0.001037746668,
155,-0.000757753849,
156,-0.0009874403477,
157,-0.001253858209,
158,-0.001251459122,
159,-0.0009912699461,
160,-0.001057237387,
161,-0.001388147473,
162,-0.001440137625,
163,-0.0007597357035,
164,-0.001195400953,
165,-0.001768827438,
166,-0.001370638609,
167,-0.002305150032,
168,-0.001397386193,
169,-0.001747563481,
170,-0.001513421535,
171,-0.001461774111,
172,-0.001662448049,
173,-0.00184251368,
174,-0.001689299941,
175,-0.001676991582,
176,-0.001784667373,
177,-0.00206322968,
178,-0.001823663712,
179,-0.001458778977,
180,-0.002129763365,
181,-0.001950263977,
182,-0.002106830478,
183,-0.001729115844,
184,-0.002266556025,
185,-0.002263039351,
186,-0.002071395516,
187,-0.002390265465,
188,-0.002373427153,
189,-0.002463728189,
190,-0.002201735973,
191,-0.001819714904,
192,-0.002482220531,
193,-0.00271910429,
194,-0.002303674817,
195,-0.002083390951,
196,-0.002812206745,
197,-0.002966657281,
198,-0.002546951175,
199,-0.002221792936,
200,-0.002755656838,
201,-0.002936214209,
202,-0.002548828721,
203,-0.002388507128,
204,-0.002952814102,
205,-0.003213092685,
206,-0.002784207463,
207,-0.002663016319,
208,-0.003263518214,
209,-0.003251478076,
210,-0.002942889929,
211,-0.002827256918,
212,-0.003545507789,
213,-0.003181308508,
214,-0.003100439906,
215,-0.002841070294,
216,-0.003426238894,
217,-0.003405287862,
218,-0.003105863929,
219,-0.003250449896,
220,-0.003545239568,
221,-0.003636002541,
222,-0.003150597215,
223,-0.003279104829,
224,-0.003749683499,
225,-0.003740683198,
226,-0.004680320621,
227,-0.003396645188,
228,-0.004025101662,
229,-0.003817051649,
230,-0.003488779068,
231,-0.003459170461,
232,-0.003859505057,
233,-0.003828108311,
234,-0.003422170877,
235,-0.003750041127,
236,-0.004107818007,
237,-0.004089951515,
238,-0.003645166755,
239,-0.003921449184,
240,-0.004165709019,
241,-0.004023745656,
242,-0.003325611353,
243,-0.004028260708,
244,-0.004150986671,
245,-0.004228264093,
246,-0.00400236249,
247,-0.004207998514,
248,-0.004240229726,
249,-0.004260122776,
250,-0.00378677249,
251,-0.004292905331,
252,-0.004317820072,
253,-0.004036545753,
254,-0.004834473133,
255,-0.004250258207,
256,-0.004507362843,
257,-0.004042059183,
258,-0.003704071045,
259,-0.004201471806,
260,-0.004569202662,
261,-0.004279911518,
262,-0.004228532314,
263,-0.004261940718,
264,-0.004449009895,
265,-0.00421911478,
266,-0.00504475832,
267,-0.004508286715,
268,-0.004570245743,
269,-0.004336804152,
270,-0.003842681646,
271,-0.004270881414,
272,-0.004326730967,
273,-0.004248410463,
274,-0.003682106733,
275,-0.004276931286,
276,-0.004258334637,
277,-0.004064887762,
278,-0.003873407841,
279,-0.00435885787,
280,-0.004281818867,
281,-0.004240304232,
282,-0.00367847085,
283,-0.004198044538,
284,-0.004230797291,
285,-0.004022240639,
286,-0.003717720509,
287,-0.004285305738,
288,-0.004145950079,
289,-0.003983199596,
290,-0.00359839201,
291,-0.004084050655,
292,-0.004009336233,
293,-0.003844350576,
294,-0.003633081913,
295,-0.004018306732,
296,-0.004082351923,
297,-0.003788232803,
298,-0.00341129303,
299,-0.003851115704,
300,-0.003878653049,
301,-0.003627210855,
302,-0.003283858299,
303,-0.003580749035,
304,-0.003747910261,
305,-0.003795057535,
306,-0.003201425076,
307,-0.003405064344,
308,-0.003528505564,
309,-0.003168195486,
310,-0.003337740898,
311,-0.003451317549,
312,-0.00342220068,
313,-0.002806901932,
314,-0.002828478813,
315,-0.00315836072,
316,-0.003159791231,
317,-0.002740293741,
318,-0.002810060978,
319,-0.003157943487,
320,-0.002856373787,
321,-0.002506613731,
322,-0.002566188574,
323,-0.002632975578,
324,-0.002483844757,
325,-0.002472162247,
326,-0.002099573612,
327,-0.002387493849,
328,-0.002076923847,
329,-0.001753956079,
330,-0.001893162727,
331,-0.001900076866,
332,-0.00182428956,
333,-0.00256216526,
334,-0.001521348953,
335,-0.001673340797,
336,-0.001544237137,
337,-0.0008867681026,
338,-0.001227080822,
339,-0.001663833857,
340,-0.001351118088,
341,-0.001309305429,
342,-0.0008405745029,
343,-0.001165837049,
344,-0.0009763836861,
345,-0.001554131508,
346,-0.0005572140217,
347,-0.0008121728897,
348,-0.0004368722439,
349,0.0001045167446,
350,-0.0001137554646,
351,-0.0004983842373,
352,-0.0002019405365,
353,0.0003414452076,
354,-0.0001381039619,
355,-0.0001649558544,
356,4.315376282e-05,
357,0.0007207691669,
358,0.0001319646835,
359,0.0005569159985,
360,0.0006492435932,
361,0.0008230209351,
362,0.0006747543812,
363,0.0006473362446,
364,0.0008535385132,
365,0.001192986965,
366,0.0008405745029,
367,0.0009718239307,
368,0.00127056241,
369,0.001684129238,
370,0.001243710518,
371,0.001211971045,
372,0.001574724913,
373,0.001870691776,
374,0.001380175352,
375,0.001695036888,
376,0.001954138279,
377,0.002250373363,
378,0.001767128706,
379,0.00201022625,
380,0.002270400524,
381,0.002711057663,
382,0.001999229193,
383,0.002320975065,
384,0.002490788698,
385,0.002828270197,
386,0.002555131912,
387,0.002546519041,
388,0.00287270546,
389,0.003193348646,
390,0.002686679363,
391,0.002846360207,
392,0.003326058388,
393,0.003383606672,
394,0.002975434065,
395,0.003387659788,
396,0.00334200263,
397,0.003727763891,
398,0.003593504429,
399,0.003482013941,
400,0.003647655249,
401,0.003801196814,
402,0.003510028124,
403,0.003830522299,
404,0.004404962063,
405,0.00412851572,
406,0.004088938236,
407,0.003987044096,
408,0.004444509745,
409,0.004432290792,
410,0.00422680378,
411,0.004425138235,
412,0.004402160645,
413,0.004691570997,
414,0.004581868649,
415,0.004619449377,
416,0.005100131035,
417,0.004699468613,
418,0.004588991404,
419,0.004758417606,
420,0.00444021821,
421,0.00502204895,
422,0.005055189133,
423,0.005300372839,
424,0.005236566067,
425,0.005197882652,
426,0.005072087049,
427,0.005329757929,
428,0.005482017994,
429,0.005506545305,
430,0.005471974611,
431,0.005619376898,
432,0.00595459342,
433,0.005718708038,
434,0.005752563477,
435,0.005787074566,
436,0.006075054407,
437,0.005897223949,
438,0.005887567997,
439,0.005940049887,
440,0.006017446518,
441,0.005957990885,
442,0.005871534348,
443,0.006079614162,
444,0.006520271301,
445,0.006086587906,
446,0.006166517735,
447,0.006149053574,
448,0.006317943335,
449,0.00627887249,
450,0.006524145603,
451,0.006659418344,
452,0.00662791729,
453,0.006297320127,
454,0.006479531527,
455,0.006537050009,
456,0.006748974323,
457,0.006591200829,
458,0.00654399395,
459,0.006631612778,
460,0.006676018238,
461,0.006762415171,
462,0.006672084332,
463,0.006861925125,
464,0.006930679083,
465,0.006682574749,
466,0.006866693497,
467,0.007079094648,
468,0.007017284632,
469,0.006941646338,
470,0.006731420755,
471,0.006964415312,
472,0.006969541311,
473,0.006902247667,
474,0.006959944963,
475,0.007067650557,
476,0.007169932127,
477,0.006933987141,
478,0.007064044476,
479,0.00677099824,
480,0.007050991058,
481,0.006964027882,
482,0.006968319416,
483,0.007173448801,
484,0.007171481848,
485,0.006926625967,
486,0.007071077824,
487,0.007110148668,
488,0.007177352905,
489,0.007065355778,
490,0.007380306721,
491,0.007123619318,
