x0000,y0000
0,0.0003981040791,
0.004,0.0005240188912,
0.008,0.0003978954628,
0.012,0.0007093902677,
0.016,0.0008791554719,
0.02,0.001194128767,
0.024,0.001289188862,
0.028,0.001542203128,
0.032,0.001694206148,
0.036,0.001870322973,
0.04,0.002016227692,
0.044,0.0020233877,
0.048,0.002076055855,
0.052,0.002192240208,
0.056,0.002014063299,
0.06,0.002088151872,
0.064,0.001966945827,
0.068,0.002025000751,
0.072,0.001879729331,
0.076,0.001866877079,
0.08,0.001639686525,
0.084,0.001754239202,
0.088,0.001727536321,
0.092,0.001292206347,
0.096,0.001028172672,
0.1,0.00115891546,
0.104,0.00102096051,
0.108,0.0008150935173,
0.112,0.0009557753801,
0.116,0.0009208768606,
0.12,0.0009316429496,
0.124,0.0007795840502,
0.128,0.0009656846523,
0.132,0.0009789764881,
0.136,0.0009091645479,
0.14,0.0007737278938,
0.144,0.0008154511452,
0.148,0.0007878541946,
0.152,0.0006179064512,
0.156,0.0004220157862,
0.16,0.0004476755857,
0.164,0.0003309547901,
0.168,0.0002687722445,
0.172,0.000255137682,
0.176,0.0001485198736,
0.18,0.0001483410597,
0.184,0.0001987367868,
0.188,3.543496132e-05,
0.192,-8.99285078e-05,
0.196,-0.0004238784313,
0.2,0.0002766549587,
0.204,4.728138447e-05,
0.208,-0.0001204907894,
0.212,2.801418304e-06,
0.216,0.0003554821014,
0.22,0.0003151893616,
0.224,0.0005381554365,
0.228,0.0005153566599,
0.232,0.0004944950342,
0.236,0.0006377398968,
0.24,0.0007808059454,
0.244,0.0006717592478,
0.248,0.0008291006088,
0.252,0.0009431838989,
0.256,0.0009494423866,
0.26,0.001048743725,
0.264,0.001056343317,
0.268,0.001090943813,
0.272,0.001246064901,
0.276,0.001295149326,
0.28,0.001367300749,
0.284,0.001387655735,
0.288,0.001588225365,
0.292,0.00143802166,
0.296,0.001338392496,
0.3,0.001453340054,
0.304,0.001221835613,
0.308,0.001266747713,
0.312,0.001205682755,
0.316,0.001166284084,
0.32,0.001062393188,
0.324,0.001132071018,
0.328,0.0009082555771,
0.332,0.0009946525097,
0.336,0.0009653866291,
0.34,0.000782340765,
0.344,0.0005908608437,
0.348,0.0005342364311,
0.352,0.0006014406681,
0.356,0.0003837943077,
0.36,0.0003906488419,
0.364,0.0002922415733,
0.368,6.949901581e-05,
0.372,0.0001818835735,
0.376,6.833672523e-05,
0.38,2.020597458e-05,
0.384,1.19805336e-05,
0.388,-0.0001258254051,
